,catapro,dlkcat,mmkcat,turnup,unikp,CatPred
r_0189_ENZ_YIR029W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0190_ENZ_YIR027C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0190_ENZ_YIR027C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0191_ENZ_YBR208C,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YBR199W,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YBR205W,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YDR483W,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YJL139C,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YKR061W,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YNL029C,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YOR099W,0.0,0.0,0.0,0.0,0.0,0.0
r_0192_ENZ_YPL053C,0.0,0.0,0.0,0.0,0.0,0.0
r_0193_ENZ_YPR026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0193_ENZ_YBR001C,0.0,0.0,0.0,0.0,0.0,0.0
r_0194_ENZ_YDR001C,0.0,0.0,0.0,0.0,0.0,0.0
r_0195_ENZ_YBR126C_and_YDR074W_and_YML100W,0.0293216478504283,0.0538127648487827,0.0414034001345642,0.0842136333011156,0.0289910452779412,0.0381791697087656
r_0195_ENZ_YBR126C_and_YDR074W_and_YMR261C,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YBR299W,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YGR287C,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YGR292W,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YIL172C,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YJL216C,0.0,0.0,0.0,0.0,0.0,0.0
r_0198_ENZ_YJL221C,0.0,0.0,0.0,0.0,0.0,0.0
r_0199_ENZ_YDR242W,0.0,0.0,0.0,0.0,0.0,0.0
